,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
0,"[5.599681966, 3.0461300000000006e-05, 1]","[5.15046697, 0.006975664, 1]","[5.587591728, 0.001095385, 1]","[5.587692228, 0.00108428, 1]","[5.211477106, 0.01266376, 1]","[5.348263932, 0.035947017000000005, 1]","[5.207555627, 0.044299827, 1]","[5.03008386, 0.096826152, 1]","[4.726819148, 0.16682059300000002, 1]","[5.35371216, 0.035032877000000004, 1]","[5.276825465, 0.013114443, 1]","[5.535955332, 0.004906992, 1]","[5.277948373, 0.013138096, 1]","[5.597678622999999, 0.000218786, 1]","[4.840219596, 0.139335137, 1]","[5.243539854, 0.049439405, 1]","[5.598052466, 0.000183468, 1]","[4.688211346, 0.176052181, 1]","[5.100023291, 3.62675e-05, 1]","[5.132710695, 0.006566425999999999, 1]","[4.647439377, 0.186961573, 1]","[5.126799118, 0.007846198, 1]","[4.644537299, 0.187885985, 1]","[4.648535697, 0.186778478, 1]","[5.153326493, 0.011851365, 1]","[4.648885087, 0.186637266, 1]","[5.095109571, 0.024029373, 1]","[5.100045087, 8.090880000000001e-05, 1]","[5.126890992, 0.010847264, 1]","[5.098712632, 0.010666995, 1]","[4.670582097, 0.180853658, 1]","[5.0677448730000005, 0.030891449, 1]","[5.131816172, 0.010505535, 1]","[5.137715402, 0.007588988, 1]","[5.063823613, 0.033309795, 1]","[5.137546129, 0.011730984, 1]","[5.123794739, 0.010247093, 1]","[5.131070317, 0.011379063, 1]","[4.64117712, 0.188625188, 1]","[5.128720962, 0.009385431, 1]","[5.142490414, 0.011694733, 1]","[4.661992011000001, 0.183175854, 0]","[5.100020956, 3.69213e-05, 0]","[5.150688337, 0.011096635, 0]","[5.276702205, 0.013106264, 0]","[5.260796556, 0.012721117, 0]","[5.100047756, 6.83253e-05, 0]","[5.599869582, 1.26696e-05, 0]","[5.128016121, 0.010949552, 0]","[5.12633719, 0.007373974, 0]","[5.100005751, 9.43744e-06, 0]","[5.134872671, 0.011458192, 0]","[5.143499459, 0.010071673, 0]","[5.133297995, 0.011380645, 0]","[5.135579522, 0.011603061, 0]","[5.14782632, 0.011208682, 0]","[5.537406237000001, 0.004824671, 0]","[5.147978538, 0.006736044, 0]","[4.687908448, 0.173429167, 0]","[5.210202831, 0.012852906, 0]","[5.135274298, 0.011414665, 0]","[5.12327005, 0.008822291, 0]","[5.110639656, 0.005409804, 0]","[5.211215, 0.049532439, 0]","[5.131070317, 0.011379063, 0]","[5.10110866, 0.082050778, 0]","[5.319366812, 0.013583935, 0]","[5.112340425, 0.010229485, 0]","[5.132967692, 0.011288214, 0]","[4.941145538, 0.103560991, 0]","[5.353211479, 0.012603642, 0]","[5.596511923, 0.000323226, 0]","[4.90160089, 0.11487027, 0]","[5.12507766, 0.008186242, 0]","[5.375301473, 0.026002935, 0]","[4.71790867, 0.164321446, 0]","[5.274382078, 0.013041398, 0]","[4.773445595, 0.154383062, 0]","[5.431925477999999, 0.011568519, 0]","[5.12224891, 0.009383922, 0]","[5.135779797, 0.00547329, 0]","[4.704043801, 0.16847166800000002, 0]","[5.32605439, 0.031413318, 0]","[5.507801429, 0.006760006999999999, 0]","[5.395123387000001, 0.011578786, 0]","[5.268805712, 0.012944102, 0]","[4.824369405, 0.14309085300000002, 0]","[5.537122283, 0.004860100000000001, 0]","[4.744107222, 0.160182334, 0]","[5.100293237, 0.000384288, 0]","[5.109229844, 0.007976189, 0]","[5.5951909660000005, 0.0004923880000000001, 0]","[5.537122283, 0.004860100000000001, 0]","[5.3191709330000005, 0.013147974, 0]","[5.557220807999999, 0.0034285590000000003, 0]","[5.128650726, 0.004705329, 0]","[4.729251767, 0.166228171, 0]","[5.57432557, 0.002187896, 0]","[5.591276234, 0.000784657, 0]","[5.284965928, 0.046900066, 0]","[4.96233139, 0.107030388, 0]","[5.105332141, 0.073602853, 0]","[5.102539783, 0.008652952, 0]","[5.5985690120000005, 0.000134703, 0]","[5.116890363, 0.005811312, 0]","[5.584679251, 0.001363595, 0]","[5.135338853, 0.011264588, 0]","[4.748604964, 0.16086906199999998, 0]","[5.163817181000001, 0.012633355, 0]","[5.598919045, 0.000103834, 0]","[5.137567453, 0.011710641, 0]","[5.144320622, 0.009607614, 0]"
1,"[5.099850378, 0.0, 1]","[5.141076955, 0.0, 1]","[5.0948139580000005, 0.0, 1]","[5.094871594, 0.0, 1]","[5.089058256, 0.0, 1]","[4.8987180960000005, 0.0, 1]","[4.868390085, 0.0, 1]","[4.536200162, 0.0, 0]","[4.106892021, 0.0, 0]","[4.90402743, 0.0, 0]","[5.072833804, 0.0, 1]","[5.078459992, 0.0, 1]","[5.072443655, 0.0, 1]","[5.09893277, 0.0, 1]","[4.276610123, 0.0, 1]","[4.825216197, 0.0, 1]","[5.099105231, 0.0, 1]","[4.049992463, 0.0, 1]","[5.199741469, 0.0, 1]","[5.147492878, 0.0, 1]","[3.981781112, 0.0, 1]","[5.139716793, 0.0, 1]","[3.975890645, 0.0, 1]","[3.982843518, 0.0, 1]","[5.106375148, 0.0, 1]","[3.983762124, 0.0, 1]","[5.032772478, 0.0, 1]","[5.199424621, 0.0, 1]","[5.118690952, 0.0, 1]","[5.12558851, 0.0, 1]","[4.019907974, 0.0, 0]","[4.990210885, 0.0, 1]","[5.120098024, 0.0, 0]","[5.139334002, 0.0, 1]","[4.974066715, 0.0, 1]","[5.110373888, 0.0, 0]","[5.123511403, 0.0, 1]","[5.114132497, 0.0, 0]","[3.971388257, 0.0, 0]","[5.128557788, 0.0, 0]","[5.109638788, 0.0, 1]","[4.005370619, 0.0, 1]","[5.19973736, 0.0, 1]","[5.112185888, 0.0, 1]","[5.072915713, 0.0, 1]","[5.07879287, 0.0, 1]","[5.199512172, 0.0, 0]","[5.0999373960000005, 0.0, 0]","[5.117749914, 0.0, 0]","[5.143114747, 0.0, 0]","[5.199932788, 0.0, 0]","[5.112818124, 0.0, 0]","[5.120798397, 0.0, 0]","[5.113675888, 0.0, 0]","[5.111662666, 0.0, 0]","[5.111973961, 0.0, 0]","[5.078746059, 0.0, 0]","[5.143251988, 0.0, 0]","[4.068414143, 0.0, 0]","[5.087989091, 0.0, 0]","[5.113042486, 0.0, 0]","[5.13358995, 0.0, 0]","[5.160003442, 0.0, 0]","[4.83102993, 0.0, 0]","[5.114132497, 0.0, 0]","[4.625422822, 0.0, 0]","[5.061039095, 0.0, 0]","[5.125925521, 0.0, 0]","[5.114388967, 0.0, 0]","[4.506843954, 0.0, 0]","[5.0611322130000005, 0.0, 0]","[5.098435032, 0.0, 0]","[4.435587929, 0.0, 0]","[5.137680775, 0.0, 0]","[4.962919157, 0.0, 0]","[4.126168143, 0.0, 0]","[5.073833798, 0.0, 0]","[4.184629444, 0.0, 0]","[5.052635275, 0.0, 0]","[5.1298627660000005, 0.0, 0]","[5.154531011, 0.0, 0]","[4.099889562, 0.0, 0]","[4.934895893999999, 0.0, 0]","[5.071119668, 0.0, 0]","[5.059923822, 0.0, 0]","[5.075630146, 0.0, 0]","[4.253490147, 0.0, 0]","[5.078554845, 0.0, 0]","[4.14990222, 0.0, 0]","[5.197251337, 0.0, 0]","[5.14232071, 0.0, 0]","[5.097515091, 0.0, 0]","[5.078554845, 0.0, 0]","[5.064129994, 0.0, 0]","[5.084555928, 0.0, 0]","[5.161332553, 0.0, 0]","[4.110552449, 0.0, 0]","[5.089819616000001, 0.0, 0]","[5.096252154, 0.0, 0]","[4.834706356, 0.0, 0]","[4.4783210030000005, 0.0, 0]","[4.683713598, 0.0, 0]","[5.13892138, 0.0, 0]","[5.099343277, 0.0, 0]","[5.1559427410000005, 0.0, 0]","[5.093518986, 0.0, 0]","[5.114080116, 0.0, 0]","[4.14419557, 0.0, 0]","[5.098803077, 0.0, 0]","[5.099489356, 0.0, 0]","[5.110512022, 0.0, 0]","[5.123882579, 0.0, 0]"
2,"[5.10032343, 0.0, 1]","[5.422400066, 0.0, 1]","[5.114226302, 0.0, 1]","[5.113762266, 0.0, 1]","[5.657654924, 0.0, 1]","[5.152665379, 0.0, 1]","[5.4930235760000015, 0.0, 1]","[4.92760845, 0.0, 1]","[4.474644844, 0.0, 1]","[5.15384278, 0.0, 1]","[5.440348321, 0.0, 1]","[5.177658444, 0.0, 1]","[5.439041068, 0.0, 0]","[5.102364395, 0.0, 1]","[4.67193262, 0.0, 1]","[5.235746967, 0.0, 1]","[5.10199349, 0.0, 1]","[4.406357906, 0.0, 1]","[7.098764509, 0.0, 1]","[5.504518458, 0.0, 1]","[4.315081278, 0.0, 1]","[5.601239442000001, 0.0, 1]","[4.305710745, 0.0, 1]","[4.3154220310000015, 0.0, 1]","[5.9155990460000005, 0.0, 1]","[4.317113237, 0.0, 1]","[6.467199787999999, 0.0, 1]","[7.09724848, 0.0, 1]","[6.413287317999999, 0.0, 1]","[6.806476971, 0.0, 1]","[4.365425905, 0.0, 0]","[6.407948517, 0.0, 1]","[6.4481970560000015, 0.0, 1]","[5.551952703, 0.0, 1]","[6.362456487, 0.0, 1]","[6.232377359, 0.0, 1]","[6.489115966, 0.0, 1]","[6.321464926, 0.0, 1]","[4.301199075, 0.0, 0]","[5.700401094, 0.0, 0]","[5.975107681, 0.0, 1]","[4.345735488, 0.0, 0]","[7.09876327, 0.0, 0]","[5.811879007999999, 0.0, 0]","[5.440906823, 0.0, 1]","[5.468591263, 0.0, 1]","[7.097634891, 0.0, 1]","[5.100128758, 0.0, 0]","[6.396027001, 0.0, 0]","[5.574214108, 0.0, 0]","[7.099678834, 0.0, 0]","[6.3003155999999985, 0.0, 0]","[5.73304012, 0.0, 0]","[6.316159383, 0.0, 0]","[6.266724667, 0.0, 0]","[5.846890422, 0.0, 0]","[5.184146255, 0.0, 0]","[5.421217359, 0.0, 0]","[4.474246218999999, 0.0, 0]","[5.686066524, 0.0, 0]","[6.30994482, 0.0, 0]","[5.636010744, 0.0, 0]","[6.848069154, 0.0, 0]","[5.355719118000001, 0.0, 0]","[6.321464926, 0.0, 0]","[5.000732867, 0.0, 0]","[5.557223985, 0.0, 0]","[6.750985779, 0.0, 0]","[6.333433948, 0.0, 0]","[5.128779516, 0.0, 0]","[5.43158637, 0.0, 0]","[5.103752738, 0.0, 0]","[5.016142417, 0.0, 0]","[5.616851659, 0.0, 0]","[5.291823681, 0.0, 0]","[4.571040357, 0.0, 0]","[5.444984487999999, 0.0, 0]","[4.585330735, 0.0, 0]","[5.385355674, 0.0, 0]","[6.568798644, 0.0, 0]","[5.407393278, 0.0, 0]","[4.527539172, 0.0, 0]","[5.347223308999999, 0.0, 0]","[5.233125399, 0.0, 0]","[5.385911125, 0.0, 0]","[5.4492644760000015, 0.0, 0]","[4.645297856, 0.0, 0]","[5.18497909, 0.0, 0]","[4.565712003, 0.0, 0]","[7.086279352000001, 0.0, 0]","[6.827016874, 0.0, 0]","[5.104457023, 0.0, 0]","[5.18497909, 0.0, 0]","[5.420685226, 0.0, 0]","[5.151623056, 0.0, 0]","[5.400859388, 0.0, 0]","[4.478663684, 0.0, 0]","[5.128605164, 0.0, 0]","[5.109807705, 0.0, 0]","[5.129172281000001, 0.0, 0]","[4.961320218, 0.0, 0]","[5.195012437, 0.0, 0]","[6.84303411, 0.0, 0]","[5.101482613, 0.0, 0]","[5.485765837000001, 0.0, 0]","[5.116289777, 0.0, 0]","[5.904278695, 0.0, 0]","[4.521432765, 0.0, 0]","[6.0021659320000005, 0.0, 0]","[5.101111097, 0.0, 0]","[6.239378992000001, 0.0, 0]","[5.683654371, 0.0, 0]"
3,"[5.800906165, 1.5999949880000002, 1]","[6.68680141, 0.706839452, 1]","[5.837379317000001, 1.600777224, 1]","[5.836522557, 1.600148635, 1]","[7.034373575, 1.41471445, 1]","[6.26144784, 1.474119236, 1]","[6.943025858, 1.706728966, 1]","[6.469992697, 1.112117589, 1]","[6.359004561, 0.589091987, 0]","[6.25436957, 1.478209527, 1]","[6.647818069, 1.287340272, 1]","[5.9956947220000005, 1.597370736, 1]","[6.645032082, 1.289487894, 1]","[5.806601705, 1.599904302, 1]","[6.437215089, 0.807126474, 1]","[6.541099019, 1.496905523, 1]","[5.805553458, 1.599934614, 0]","[6.329992399, 0.51068583, 1]","[9.298245377, 3.1986864930000003, 1]","[6.826259905, 0.774645652, 1]","[6.27547718, 0.417220813, 1]","[6.987853717999999, 0.938816302, 1]","[6.26788274, 0.408490273, 1]","[6.274218724, 0.418232556, 1]","[7.476695996, 1.628138604, 1]","[6.275855991, 0.419673565, 1]","[8.442264574, 2.568917988, 1]","[9.296098322999999, 3.197053763, 1]","[8.266306628999999, 2.347567479, 1]","[8.898930103, 2.901893648, 1]","[6.304572918, 0.469378176, 0]","[8.406452418999999, 2.501106313, 1]","[8.315033351, 2.41655929, 1]","[6.901380388, 0.889799349, 1]","[8.351097342000001, 2.456028906, 1]","[7.981120597, 2.099190215, 1]","[8.383602957999999, 2.45221174, 0]","[8.122939293, 2.218768126, 1]","[6.267256207999999, 0.402874262, 0]","[7.148477602000001, 1.138967399, 1]","[7.576892482000001, 1.686883002, 0]","[6.29249356, 0.449355443, 1]","[9.298248607, 3.198688322, 0]","[7.313548106, 1.4322895569999998, 1]","[6.6487409139999984, 1.28769385, 0]","[6.70220813, 1.271633978, 1]","[9.296633016, 3.197476335, 1]","[5.800366483, 1.599994758, 0]","[8.23910495, 2.324576002, 0]","[6.943759997000001, 0.883515287, 0]","[9.299544171, 3.199657681, 0]","[8.087487392, 2.198151441, 0]","[7.191262492000001, 1.257178997, 0]","[8.112961673, 2.217677177, 0]","[8.035425501, 2.147272915, 0]","[7.370809005, 1.482774452, 0]","[6.0042376389999985, 1.611704338, 0]","[6.685672362999999, 0.691848661, 0]","[6.422425512, 0.574694377, 0]","[7.080527244, 1.4611173000000002, 0]","[8.101931332000001, 2.214794458, 0]","[7.049676162999999, 1.002429422, 0]","[8.927482393, 2.916179135, 0]","[6.753339425, 1.58650524, 0]","[8.122939293, 2.218768126, 0]","[6.4529817010000015, 1.209329062, 0]","[6.798936566, 1.6382170580000002, 0]","[8.799774915, 2.848630329, 0]","[8.139617695, 2.243628493, 0]","[6.886522228, 1.262555232, 0]","[6.57216626, 1.528177176, 0]","[5.810202586, 1.600088375, 0]","[6.799868895, 1.145075406, 0]","[7.015216304, 0.965103088, 0]","[6.406061806, 1.617471726, 0]","[6.503110092000001, 0.6730438320000001, 0]","[6.656556956, 1.285257648, 0]","[6.431347999, 0.7071854320000001, 0]","[6.433739216, 1.705023955, 0]","[8.504344339, 2.563832527, 0]","[6.667202072, 0.603369074, 0]","[6.467437615, 0.628564381, 0]","[6.55819536, 1.638271569, 0]","[6.113345099, 1.626187408, 0]","[6.463279577000001, 1.578557356, 0]","[6.667054596, 1.271275794, 0]","[6.427307044, 0.776642669, 0]","[6.005935097, 1.612757562, 0]","[6.453289426, 0.67910116, 0]","[9.280392836, 3.185194085, 0]","[8.908948002, 2.923255043, 0]","[5.813190156, 1.5997841659999998, 0]","[6.005935097, 1.612757562, 0]","[6.584467051, 1.401980805, 0]","[5.931098982000001, 1.600594136, 0]","[6.6586579420000005, 0.55368586, 0]","[6.3603361210000005, 0.593362069, 0]","[5.8756485000000005, 1.598782005, 0]","[5.8260520510000005, 1.600489167, 0]","[6.33011705, 1.416336885, 0]","[6.627284577, 1.120506304, 0]","[6.708731154, 1.39289113, 0]","[8.942526094, 2.939165548, 0]","[5.804107759, 1.5999798180000002, 0]","[6.805534394, 0.674703713, 0]","[5.844225276, 1.599036939, 0]","[7.470077866, 1.536156623, 0]","[6.384422315, 0.633484629, 0]","[7.607193013, 1.823120959, 0]","[5.803099821, 1.6000081330000002, 0]","[7.991891467, 2.110560576, 0]","[7.111429675, 1.16920836, 0]"
4,"[7.000462217999999, 0.000228157, 1]","[7.112497263, 0.235480438, 1]","[7.019788443, 0.009328923, 1]","[7.019046157000001, 0.009134488, 1]","[7.6062755389999985, 0.304265467, 1]","[7.144450062000001, 0.126622931, 1]","[7.6207861989999985, 0.287342823, 1]","[6.995758067000001, 0.207477631, 1]","[6.5772459, 0.219020534, 0]","[7.14383549, 0.12449604, 1]","[7.328466812, 0.2149295, 1]","[7.102251902999999, 0.04868955, 1]","[7.327745713, 0.214221901, 1]","[7.003347754, 0.001662416, 1]","[6.766933277000001, 0.222476641, 1]","[7.289981953, 0.197984333, 1]","[7.002823759, 0.001397885, 0]","[6.509732213, 0.21732382100000006, 1]","[9.698359212, 0.7996242709999999, 1]","[7.222581898, 0.267110798, 1]","[6.4179728570000005, 0.210498428, 1]","[7.383718231, 0.302420613, 1]","[6.408138857000001, 0.209227285, 1]","[6.418024118, 0.210106048, 1]","[7.953828099, 0.404805876, 1]","[6.4198467720000005, 0.210411866, 1]","[8.890977635, 0.6184049779999999, 1]","[9.696340017999999, 0.799165197, 1]","[8.71903978, 0.576579983, 1]","[9.32146385, 0.7149471159999999, 1]","[6.468453358, 0.213982677, 0]","[8.82850442, 0.6139575629999999, 1]","[8.777361249, 0.586504496, 1]","[7.31340553, 0.282780614, 1]","[8.772814105, 0.602660626, 1]","[8.446631362, 0.5144662999999999, 0]","[8.832589422, 0.601981666, 1]","[8.580240192, 0.545478464, 0]","[6.403992831, 0.20948184600000005, 0]","[7.559296276, 0.33675777799999995, 1]","[8.036980103, 0.427348971, 1]","[6.448593299, 0.212419123, 0]","[9.698360644, 0.7996252429999999, 1]","[7.777196583999999, 0.37005552, 0]","[7.329164495, 0.215138994, 1]","[7.353699016, 0.228159309, 1]","[9.696852454, 0.799278608, 0]","[7.000184904, 9.24788e-05, 1]","[8.693324372000001, 0.570645845, 1]","[7.335458057999999, 0.292984421, 0]","[9.699573247, 0.799902421, 0]","[8.550847588, 0.537507045, 0]","[7.633473805, 0.34449713600000004, 0]","[8.574033253, 0.543117748, 0]","[8.498766932, 0.526290588, 0]","[7.831619957000001, 0.382619918, 0]","[7.113481274, 0.050369204, 0]","[7.105842831, 0.235470227, 0]","[6.595257201, 0.236973848, 0]","[7.652415931, 0.314296477, 0]","[8.566390277, 0.540558903, 0]","[7.444810476000002, 0.316090908, 0]","[9.353761907, 0.7194972479999999, 0]","[7.450343626, 0.246703551, 0]","[8.580240192, 0.545478464, 0]","[7.055183144, 0.195674554, 0]","[7.565410947999999, 0.243091435, 0]","[9.242369411, 0.692305545, 0]","[8.600690199999999, 0.548856181, 0]","[7.287402342, 0.306108851, 0]","[7.38954826, 0.191043311, 0]","[7.0053030320000005, 0.002558164, 0]","[7.16609864, 0.292302551, 0]","[7.410124232999999, 0.308480459, 0]","[7.307668252000001, 0.154197592, 0]","[6.700820384, 0.250612827, 0]","[7.332728834, 0.21704124, 0]","[6.692679615, 0.228971659, 0]","[7.387990516, 0.153435035, 0]","[8.951607975, 0.627947748, 0]","[7.059500087000001, 0.232641985, 0]","[6.65349077, 0.244651657, 0]","[7.394030522, 0.192108804, 0]","[7.178835806, 0.07684809299999999, 0]","[7.350539789, 0.163446055, 0]","[7.332927202, 0.219841421, 0]","[6.741164189, 0.222206773, 0]","[7.11484437, 0.050763871, 0]","[6.682461709, 0.237021464, 0]","[9.681648698, 0.79579659, 0]","[9.34139805, 0.7158498870000001, 0]","[7.006575804, 0.003342536, 0]","[7.11484437, 0.050763871, 0]","[7.341315719, 0.19712213, 0]","[7.06925178, 0.032615455, 0]","[7.034637029, 0.231469153, 0]","[6.580946094, 0.21902029, 0]","[7.038900868, 0.018934114, 0]","[7.013729932, 0.006511006, 0]","[7.138762009, 0.148449923, 0]","[7.070862455, 0.248687155, 0]","[7.296803653, 0.249452237, 0]","[9.366288268, 0.723762538, 0]","[7.0021026520000005, 0.001032955, 0]","[7.169070836, 0.264197713, 0]","[7.022477446, 0.011106319, 0]","[7.911537972, 0.405144556, 0]","[6.6219820610000015, 0.221863504, 0]","[8.111270105, 0.43177631, 0]","[7.0015927210000015, 0.00077976, 0]","[8.457751522999999, 0.5167707579999999, 0]","[7.550601893, 0.32727484100000004, 0]"
5,"[5.700695155, 0.0, 1]","[6.065347817999999, 0.0, 1]","[5.729657095, 0.0, 1]","[5.728659915, 0.0, 1]","[6.66597352, 0.0, 1]","[5.93011672, 0.0, 1]","[6.606861818, 0.0, 1]","[5.747752058, 0.0, 1]","[5.18090964, 0.0, 1]","[5.9287726670000005, 0.0, 1]","[6.26655449, 0.0, 1]","[5.855116806, 0.0, 1]","[6.264961096, 0.0, 1]","[5.705048923, 0.0, 1]","[5.4396894520000005, 0.0, 1]","[6.141507317, 0.0, 1]","[5.704255878, 0.0, 1]","[5.089281942, 0.0, 1]","[9.497745876, 0.0, 1]","[6.219940595, 0.0, 1]","[4.962766014, 0.0, 1]","[6.430939678, 0.0, 1]","[4.949058267, 0.0, 1]","[4.962722613, 0.0, 1]","[7.153925165, 0.0, 1]","[4.965285689, 0.0, 1]","[8.381562958, 0.0, 1]","[9.494975468, 0.0, 1]","[8.173017057000001, 0.0, 1]","[8.977626557999999, 0.0, 1]","[5.032263306, 0.0, 0]","[8.296652566, 0.0, 1]","[8.247722926, 0.0, 0]","[6.333736049, 0.0, 1]","[8.219605074, 0.0, 1]","[7.808243562, 0.0, 1]","[8.32495023, 0.0, 1]","[7.987603357, 0.0, 0]","[4.943513241000001, 0.0, 0]","[6.656098987999999, 0.0, 1]","[7.2689595439999986, 0.0, 1]","[5.004856605, 0.0, 0]","[9.497747318, 0.0, 0]","[6.925772578999998, 0.0, 0]","[6.2675540320000005, 0.0, 0]","[6.309015615, 0.0, 1]","[9.49567743, 0.0, 1]","[5.700278534, 0.0, 0]","[8.138472037, 0.0, 0]","[6.369141167, 0.0, 1]","[9.499413873, 0.0, 0]","[7.946895402000001, 0.0, 0]","[6.743811892, 0.0, 0]","[7.978298507000001, 0.0, 0]","[7.877914127, 0.0, 0]","[6.998302075, 0.0, 0]","[5.869279322000001, 0.0, 0]","[6.058539814, 0.0, 0]","[5.208155913, 0.0, 0]","[6.726621852999999, 0.0, 0]","[7.967161494, 0.0, 0]","[6.510367411, 0.0, 0]","[9.027021004, 0.0, 0]","[6.368343295, 0.0, 0]","[7.987603357, 0.0, 0]","[5.82584054, 0.0, 0]","[6.553545562, 0.0, 0]","[8.867951587, 0.0, 0]","[8.013635689, 0.0, 0]","[6.15945324, 0.0, 0]","[6.307850059, 0.0, 0]","[5.707957822999999, 0.0, 0]","[5.992567238, 0.0, 0]","[6.465581091000002, 0.0, 0]","[6.155020531, 0.0, 0]","[5.35383919, 0.0, 0]","[6.273605012000001, 0.0, 0]","[5.339251629, 0.0, 0]","[6.267175387000001, 0.0, 0]","[8.483903496, 0.0, 0]","[6.0074090889999985, 0.0, 0]","[5.2885695130000006, 0.0, 0]","[6.280284628, 0.0, 0]","[5.9655282220000005, 0.0, 0]","[6.237365371, 0.0, 0]","[6.277034323, 0.0, 0]","[5.40471195, 0.0, 0]","[5.871124484, 0.0, 0]","[5.326541849, 0.0, 0]","[9.474825799, 0.0, 0]","[9.005054565, 0.0, 0]","[5.70988922, 0.0, 0]","[5.871124484, 0.0, 0]","[6.261111139, 0.0, 0]","[5.804476286, 0.0, 0]","[5.98051291, 0.0, 0]","[5.185984626000001, 0.0, 0]","[5.75888531, 0.0, 0]","[5.720574702, 0.0, 0]","[5.92807998, 0.0, 0]","[5.855813884, 0.0, 0]","[6.1616441570000005, 0.0, 0]","[9.039460605, 0.0, 0]","[5.703163832, 0.0, 0]","[6.16002851, 0.0, 0]","[5.734027383, 0.0, 0]","[7.1094256960000015, 0.0, 0]","[5.243194717, 0.0, 0]","[7.352747974, 0.0, 0]","[5.7023904189999985, 0.0, 0]","[7.822855187999999, 0.0, 0]","[6.635966858, 0.0, 0]"
6,"[5.90088199, 0.0, 1]","[6.604070264, 0.0, 1]","[5.9370304670000005, 0.0, 1]","[5.935997102000001, 0.0, 1]","[7.130876183, 0.0, 1]","[6.267272462999999, 0.0, 1]","[7.025256759, 0.0, 1]","[6.245722852999999, 0.0, 1]","[5.823128635, 0.0, 1]","[6.26308466, 0.0, 1]","[6.688960098, 0.0, 1]","[6.0943289410000006, 0.0, 1]","[6.686472029, 0.0, 1]","[5.90641907, 0.0, 1]","[6.028861134, 0.0, 1]","[6.535043046, 0.0, 1]","[5.90540498, 0.0, 1]","[5.749857836, 0.0, 1]","[9.997727866, 0.0, 1]","[6.769462149, 0.0, 1]","[5.6416328610000015, 0.0, 1]","[6.977566678, 0.0, 1]","[5.629111418, 0.0, 1]","[5.641009872000001, 0.0, 1]","[7.6538222839999985, 0.0, 1]","[5.643454527, 0.0, 1]","[8.876018213, 0.0, 1]","[9.994940677999999, 0.0, 1]","[8.668869426, 0.0, 1]","[9.475139432999999, 0.0, 1]","[5.700672279, 0.0, 0]","[8.804128335, 0.0, 1]","[8.73822227, 0.0, 1]","[6.874604285, 0.0, 1]","[8.728331514, 0.0, 1]","[8.303740892999999, 0.0, 1]","[8.820252691, 0.0, 1]","[8.484130901, 0.0, 0]","[5.625204116, 0.0, 0]","[7.192772139, 0.0, 1]","[7.774751802000001, 0.0, 0]","[5.677100584, 0.0, 1]","[9.99773008, 0.0, 1]","[7.435005707999999, 0.0, 0]","[6.690045182, 0.0, 0]","[6.74376352, 0.0, 1]","[9.995642398, 0.0, 0]","[5.900355034, 0.0, 1]","[8.634167838, 0.0, 0]","[6.918528243, 0.0, 0]","[9.999409423, 0.0, 0]","[8.44132426, 0.0, 0]","[7.265243383, 0.0, 0]","[8.473286212, 0.0, 0]","[8.373358341, 0.0, 0]","[7.507734807, 0.0, 0]","[6.107091265, 0.0, 0]","[6.5998199710000005, 0.0, 0]","[5.870091005, 0.0, 0]","[7.19064181, 0.0, 0]","[8.460806177, 0.0, 0]","[7.056147731, 0.0, 0]","[9.522200754, 0.0, 0]","[6.781618972, 0.0, 0]","[8.484130901, 0.0, 0]","[6.288849312999999, 0.0, 0]","[6.933605861, 0.0, 0]","[9.358156486, 0.0, 0]","[8.508107303, 0.0, 0]","[6.706840647000001, 0.0, 0]","[6.668886822999999, 0.0, 0]","[5.9100157520000005, 0.0, 0]","[6.557678924, 0.0, 0]","[7.012123306, 0.0, 0]","[6.48072143, 0.0, 0]","[6.0026804610000015, 0.0, 0]","[6.697898007999999, 0.0, 0]","[5.960131733, 0.0, 0]","[6.567986602, 0.0, 0]","[8.977656612999999, 0.0, 0]","[6.5618374510000015, 0.0, 0]","[5.943503496, 0.0, 0]","[6.633330492000001, 0.0, 0]","[6.2213589570000005, 0.0, 0]","[6.568386117, 0.0, 0]","[6.705855633, 0.0, 0]","[6.001405915, 0.0, 0]","[6.109057693, 0.0, 0]","[5.961841456, 0.0, 0]","[9.974631749, 0.0, 0]","[9.497786738, 0.0, 0]","[5.912679313, 0.0, 0]","[6.109057693, 0.0, 0]","[6.6497293520000005, 0.0, 0]","[6.030401413, 0.0, 0]","[6.542595207000001, 0.0, 0]","[5.8270827610000016, 0.0, 0]","[5.974334304, 0.0, 0]","[5.92574237, 0.0, 0]","[6.29820108, 0.0, 0]","[6.388628172000001, 0.0, 0]","[6.6261095060000015, 0.0, 0]","[9.535544117, 0.0, 0]","[5.904007357, 0.0, 0]","[6.7250050560000005, 0.0, 0]","[5.943181654, 0.0, 0]","[7.625833618, 0.0, 0]","[5.875978059, 0.0, 0]","[7.837754772999999, 0.0, 0]","[5.903024231, 0.0, 0]","[8.317983867999999, 0.0, 0]","[7.160330489, 0.0, 0]"
