날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-01-31,185,11.5,5.6,14.7
2021-02-01,185,11.1,8.8,15.1
2021-02-02,185,3.7,2.3,8.9
2021-02-03,185,6.3,3.7,9.1
2021-02-04,185,6.3,2.9,11.1
2021-02-05,185,7.4,3.8,10.9
2021-02-06,185,10.6,6.3,15.4
2021-02-07,185,11.2,7.6,15.8
2021-02-08,185,3.8,2,7.8
2021-02-09,185,4.7,2.8,6.3
2021-02-10,185,7.4,5.1,10.8
2021-02-11,185,10.1,7,12.8
2021-02-12,185,12.3,9.2,14.9
2021-02-13,185,13.6,11.3,18.3
2021-02-14,185,13.8,11.4,17.5
2021-02-15,185,7.1,2.8,12
2021-02-16,185,5.8,3,10.3
2021-02-17,185,1.1,-2.3,3.7
2021-02-18,185,2.1,-0.7,3.7
2021-02-19,185,8.3,3.1,12.8
2021-02-20,185,13.9,10.7,16.2
2021-02-21,185,15.2,13.9,16.3
2021-02-22,185,12.3,8.1,19.8
2021-02-23,185,6.8,5.2,8.2
2021-02-24,185,9.7,6.2,15.4
2021-02-25,185,10.7,7.7,16.1
2021-02-26,185,11.1,9.5,14.1
2021-02-27,185,11.7,10,16.3
2021-02-28,185,14.5,10.7,17.7
