날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2020-12-23,184,10.1,4.5,15
2020-12-24,184,10.5,8,13.5
2020-12-25,184,6.8,4.8,10
2020-12-26,184,7.4,3.8,10.6
2020-12-27,184,10.1,8.1,11.5
2020-12-28,184,11.4,8.3,14.5
2020-12-29,184,9.6,3,14.6
2020-12-30,184,0.9,-1.4,4.3
2020-12-31,184,2.9,-0.3,4.6
2021-01-01,184,5.5,4,7.2
2021-01-02,184,5.9,2.8,8.4
2021-01-03,184,4.5,2.7,6.3
2021-01-04,184,5.9,2.2,9.2
2021-01-05,184,5.6,2.6,9
2021-01-06,184,4,1.7,5.6
2021-01-07,184,-1.1,-3.1,4.4
2021-01-08,184,-1.1,-2.7,1
2021-01-09,184,1.2,-2.1,3.1
2021-01-10,184,3.6,0.8,5.1
2021-01-11,184,3.4,1.5,5.1
2021-01-12,184,4.7,2.6,6.4
2021-01-13,184,10,5.2,13.6
2021-01-14,184,10.8,7.9,15.4
2021-01-15,184,12.1,7.7,18.2
2021-01-16,184,5.1,2.8,8.6
2021-01-17,184,3.1,1.2,4.4
2021-01-18,184,6.6,3.1,9.9
2021-01-19,184,4,2,6.3
2021-01-20,184,9.2,3.8,15.9
2021-01-21,184,12.6,7.3,17.9
2021-01-22,184,12.7,11.5,14.5
2021-01-23,184,12.5,11.1,13.5
2021-01-24,184,11.8,10.4,13.6
2021-01-25,184,12.6,11.3,15.3
2021-01-26,184,10.4,8.8,12.8
2021-01-27,184,7.6,5.8,10
2021-01-28,184,6.2,0.4,10.6
2021-01-29,184,2.5,0.3,5.3
2021-01-30,184,7.8,2.2,11.7
2021-01-31,184,10.7,5.6,14.9
2021-02-01,184,11.6,9.8,15.8
2021-02-02,184,4.2,2.9,10
2021-02-03,184,5.8,3.6,8.6
2021-02-04,184,6.4,3.6,9.5
2021-02-05,184,7.1,2.2,9.9
2021-02-06,184,10.6,7.5,14.6
2021-02-07,184,11,7.5,15.1
2021-02-08,184,4.1,2.3,7.5
2021-02-09,184,4.8,2.9,7.8
2021-02-10,184,7,3.1,10.9
2021-02-11,184,9.7,6,13
2021-02-12,184,12.2,10.2,14.1
2021-02-13,184,13,10.1,16.3
2021-02-14,184,13.3,10.8,16
2021-02-15,184,7.5,3.5,12.4
2021-02-16,184,5.7,3.3,9.1
2021-02-17,184,1.3,-1.2,3.8
2021-02-18,184,2.5,-1,3.8
2021-02-19,184,8.5,2.8,13.4
2021-02-20,184,15.6,11.7,17.7
2021-02-21,184,18.9,16.4,23.7
2021-02-22,184,15.3,8.7,23.4
2021-02-23,184,7.5,5,10.6
2021-02-24,184,9.9,5.2,13.2
2021-02-25,184,11.6,9.8,15.2
2021-02-26,184,11.2,9.8,13
2021-02-27,184,11.4,10.8,12.6
2021-02-28,184,14.4,11.3,17.1
2021-03-01,184,15.5,7.8,21.9
2021-03-02,184,7.5,6.2,9.8
2021-03-03,184,9.2,4.8,12.8
2021-03-04,184,10.9,9.2,12
2021-03-05,184,11.9,10.7,14.2
2021-03-06,184,11.3,9.2,14.2
2021-03-07,184,10.1,9.1,11.1
2021-03-08,184,10.4,8.7,12.7
2021-03-09,184,10.6,7.9,13.5
2021-03-10,184,11.5,7,16.5
2021-03-11,184,14.1,10.9,19
2021-03-12,184,11.3,10.3,13.4
2021-03-13,184,11.7,9.4,14.7
2021-03-14,184,11.4,8.5,15.2
2021-03-15,184,13.9,7.9,19.2
2021-03-16,184,12.6,7.9,19.1
2021-03-17,184,11.3,6.3,15.7
2021-03-18,184,13.7,10.8,17.1
2021-03-19,184,14.2,12.9,16.2
2021-03-20,184,12.8,9.6,15.7
