날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2021-02-13,188,12.6,8.9,16.7
2021-02-14,188,13.8,9.3,19.3
2021-02-15,188,7.1,2.7,11.8
2021-02-16,188,5.5,1.2,10.9
2021-02-17,188,0.5,-2.7,2.8
2021-02-18,188,1.1,-2.4,2.8
2021-02-19,188,7.5,-0.4,12.6
2021-02-20,188,14.1,8.9,19.9
2021-02-21,188,15.9,11.5,20.3
2021-02-22,188,14.2,7.8,22.3
2021-02-23,188,7.4,4.1,12.3
2021-02-24,188,9.7,4,14.1
2021-02-25,188,12.1,8.4,14.7
2021-02-26,188,11.6,9.7,13.6
2021-02-27,188,11.5,10.8,12.2
2021-02-28,188,13.9,11.7,15.3
